IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
51fca9d3f383e80860181c57d5abb332455fcd0b	PF12419:IPR022138-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650	9	A0A1V5N031	793	PF12419{DUF3670}:IPR022138{Helicase_SWF/SNF-rel}[178-303],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[344-401],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[417-610],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[631-738]
71f8c0d1d06550f173cef1b1876784709c88dde9	PF00645:IPR001510-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650	9	K0TAR5	1176	PF00645{zf-PARP}:IPR001510{Znf_PARP}[126-198],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[242-412],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[687-901],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1039-1159]
764ed78352df569a0d2373faa89cb6920696812c	PF00176:IPR000330-PF00271:IPR001650-PF04434:IPR007527	9	A0A1Z9HAP5	614	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[34-259],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[320-428],PF04434{SWIM}:IPR007527{Znf_SWIM}[579-605]
8a710fe42f6bc6b4183aecb9784bbef617415962	PF00176:IPR000330-PF00628:IPR019787-PF21325:IPR048686-PF21324:IPR048695	9	A0A067FJG9	1071	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[42-536],PF00628{PHD}:IPR019787{Znf_PHD-finger}[165-203],PF21325{SHPRH_helical-1st}:IPR048686{SHPRH_helical_1st}[552-631],PF21324{SHPRH_helical-2nd}:IPR048695{SHPRH_helical_2nd}[762-890]
8ab2dfc84d86a08b233d30d48f76f45683976cd2	PF00645:IPR001510-PF08797:IPR014905-PF00176:IPR000330-PF00097:IPR018957-PF00271:IPR001650-PF00271:IPR001650	9	V2YZA5	1129	PF00645{zf-PARP}:IPR001510{Znf_PARP}[9-89],PF08797{HIRAN}:IPR014905{HIRAN}[179-256],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[422-769],PF00097{zf-C3HC4}:IPR018957{Znf_C3HC4_RING-type}[815-851],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[891-952],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1039-1094]
8ca826231c3724f6418b67b1f709b2b41e1873da	PF00176:IPR000330-PF14619:IPR029295	9	B7PZI4	483	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[2-44],PF14619{SnAC}:IPR029295{SnAC}[321-388]
9e5e68772985c412389e684f783c8acc6a1a943c	PF09011:IPR009071-PF00176:IPR000330-PF00271:IPR001650	9	W7TKM9	748	PF09011{HMG_box_2}:IPR009071{HMG_box_dom}[38-105],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[270-554],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[577-689]
9f7c7d99d4ffb2ba9df082c6ae76d858c5e2ddee	PF00385:IPR023780-PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF06465:IPR009463-PF06461:IPR009462-PF06461:IPR009462	9	A0A3B6REL2	1359	PF00385{Chromo}:IPR023780{Chromo_domain}[127-154],PF00385{Chromo}:IPR023780{Chromo_domain}[195-244],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[281-576],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[602-715],PF06465{DUF1087}:IPR009463{DUF1087}[838-894],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[930-1012],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[1017-1079]
b3e4ab93aef879bc13852834a5f260ad0b3aac03	PF14890-PF14528:IPR004860-PF00176:IPR000330-PF00271:IPR001650	9	A0A1D7W5Y3	1233	PF14890{Intein_splicing}[275-722],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[481-560],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[675-967],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1052-1147]
be853ca3161fd4854a02b16053c2dabd169156b9	PF17981:IPR041430-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650	9	A0A8C0SRG4	2402	PF17981{ADD_ATRX}:IPR041430{ADD_ATRX}[157-212],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1530-1725],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1756-1882],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1987-2065]
cfdc395a2ed7ae349cf0161772ac4cf04f7101cf	PF08073:IPR012958-PF00628:IPR019787-PF00385:IPR023780-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650-PF06465:IPR009463-PF06461:IPR009462-PF08074:IPR012957	9	A0A671N782	1764	PF08073{CHDNT}:IPR012958{CHD_N}[126-179],PF00628{PHD}:IPR019787{Znf_PHD-finger}[394-435],PF00385{Chromo}:IPR023780{Chromo_domain}[567-617],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[674-827],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[834-928],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[955-1068],PF06465{DUF1087}:IPR009463{DUF1087}[1190-1245],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[1281-1418],PF08074{CHDCT2}:IPR012957{CHD_C2}[1578-1723]
d458a112c8391c42b77aef88956d131423d9982b	PF00176:IPR000330-PF00628:IPR019787-PF21325:IPR048686-PF21324:IPR048695-PF13445:IPR027370-PF00271:IPR001650	9	A0A059A9B5	1589	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[295-794],PF00628{PHD}:IPR019787{Znf_PHD-finger}[418-459],PF21325{SHPRH_helical-1st}:IPR048686{SHPRH_helical_1st}[810-896],PF21324{SHPRH_helical-2nd}:IPR048695{SHPRH_helical_2nd}[1022-1152],PF13445{zf-RING_UBOX}:IPR027370{Znf-RING_euk}[1356-1390],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1452-1574]
d4f9d10215f17d9ca54c8e39ae2128e56d1dc360	PF00628:IPR019787-PF00176:IPR000330-PF00097:IPR018957-PF00271:IPR001650	9	M4BWJ4	1104	PF00628{PHD}:IPR019787{Znf_PHD-finger}[21-66],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[442-871],PF00097{zf-C3HC4}:IPR018957{Znf_C3HC4_RING-type}[910-952],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1014-1102]
049e718e18b9e6cd3882106334ee0fd2aa24ac15	PF00505:IPR009071-PF00439:IPR001487-PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF00439:IPR001487-PF00439:IPR001487	8	A0A1Z5JSQ4	2552	PF00505{HMG_box}:IPR009071{HMG_box_dom}[348-412],PF00439{Bromodomain}:IPR001487{Bromodomain}[431-513],PF00385{Chromo}:IPR023780{Chromo_domain}[631-666],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1259-1552],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1598-1710],PF00439{Bromodomain}:IPR001487{Bromodomain}[2161-2243],PF00439{Bromodomain}:IPR001487{Bromodomain}[2450-2530]
12178d1e397a7280163923b61b9441568b3f9a0e	PF08658:IPR013967-PF00176:IPR000330-PF00271:IPR001650-PF14615:IPR028217	8	A0A0B7K1E2	872	PF08658{Rad54_N}:IPR013967{Rad54_N}[66-232],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[258-565],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[602-716],PF14615{Rsa3}:IPR028217{Rsa3_C}[811-856]
1442115ced32016fa18296e3fce2f0cdcc469c3a	PF00645:IPR001510-PF00176:IPR000330-PF00176:IPR000330-PF13639:IPR001841-PF00271:IPR001650	8	A4S6V0	1086	PF00645{zf-PARP}:IPR001510{Znf_PARP}[36-110],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[156-282],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[575-790],PF13639{zf-RING_2}:IPR001841{Znf_RING}[822-868],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[915-1030]
165db82d4ff18f75a9c4130dc7f86d25f8f11440	PF00628:IPR019787-PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF06465:IPR009463-PF06461:IPR009462-PF06461:IPR009462	8	A0A0B0P6N8	1444	PF00628{PHD}:IPR019787{Znf_PHD-finger}[54-94],PF00385{Chromo}:IPR023780{Chromo_domain}[140-189],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[236-532],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[556-669],PF06465{DUF1087}:IPR009463{DUF1087}[810-870],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[898-972],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[980-1048]
1dd8907f8c3026cc5e00fae504a55bf078570824	PF08880:IPR014978-PF07529:IPR014012-PF00176:IPR000330-PF00271:IPR001650-PF00439:IPR001487	8	S9Q1S3	1665	PF08880{QLQ}:IPR014978{Gln-Leu-Gln_QLQ}[426-461],PF07529{HSA}:IPR014012{HSA_dom}[698-762],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[858-1149],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1174-1287],PF00439{Bromodomain}:IPR001487{Bromodomain}[1525-1594]
235d6e3bbc3a8b8dc10d238f5e77307a8c225642	PF12419:IPR022138-PF00176:IPR000330-PF14890-PF14528:IPR004860-PF00271:IPR001650	8	A0A238Z2W4	1404	PF12419{DUF3670}:IPR022138{Helicase_SWF/SNF-rel}[345-480],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[528-1213],PF14890{Intein_splicing}[605-961],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[781-863],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1229-1341]
324bea85614fefc8c4ee4bb50866c68414d95335	PF08073:IPR012958-PF00628:IPR019787-PF00628:IPR019787-PF00176:IPR000330-PF06465:IPR009463-PF06461:IPR009462-PF08074:IPR012957	8	A0A8C9EWC6	1507	PF08073{CHDNT}:IPR012958{CHD_N}[145-195],PF00628{PHD}:IPR019787{Znf_PHD-finger}[334-375],PF00628{PHD}:IPR019787{Znf_PHD-finger}[406-447],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[613-891],PF06465{DUF1087}:IPR009463{DUF1087}[944-979],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[1013-1138],PF08074{CHDCT2}:IPR012957{CHD_C2}[1242-1387]
3da8a12d709f26bc7dcb3fc13f1ae1c9ae6494ce	PF00628:IPR019787-PF00385:IPR023780-PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF06465:IPR009463-PF06461:IPR009462-PF06461:IPR009462	8	A0A4P1REP7	1314	PF00628{PHD}:IPR019787{Znf_PHD-finger}[54-95],PF00385{Chromo}:IPR023780{Chromo_domain}[128-157],PF00385{Chromo}:IPR023780{Chromo_domain}[193-240],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[282-551],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[575-688],PF06465{DUF1087}:IPR009463{DUF1087}[808-861],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[901-946],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[950-1013]
46d3998840c465a270988c95a3dadae20a4aaefc	PF08797:IPR014905-PF00176:IPR000330-PF00176:IPR000330-PF00097:IPR018957-PF00271:IPR001650	8	A0A383WD94	1271	PF08797{HIRAN}:IPR014905{HIRAN}[35-122],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[231-411],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[475-732],PF00097{zf-C3HC4}:IPR018957{Znf_C3HC4_RING-type}[779-817],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[900-997]
51b1f4b30ebe68e5e630618ccd23911d5a191c75	PF00176:IPR000330-PF00069:IPR000719	8	A0A0E0G004	3174	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[549-724],PF00069{Pkinase}:IPR000719{Prot_kinase_dom}[2822-3102]
552b446dda9bd0e21fb193b258e8d1c67500d418	PF08073:IPR012958-PF00628:IPR019787-PF00628:IPR019787-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650-PF06465:IPR009463-PF06461:IPR009462-PF08074:IPR012957	8	A0A158PDV7	1595	PF08073{CHDNT}:IPR012958{CHD_N}[78-128],PF00628{PHD}:IPR019787{Znf_PHD-finger}[220-261],PF00628{PHD}:IPR019787{Znf_PHD-finger}[283-324],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[534-663],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[674-787],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[814-927],PF06465{DUF1087}:IPR009463{DUF1087}[1058-1118],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[1141-1272],PF08074{CHDCT2}:IPR012957{CHD_C2}[1346-1491]
6272b8d63074468fda603be8dc098a48d45f1f9b	PF08073:IPR012958-PF00628:IPR019787-PF00628:IPR019787-PF00385:IPR023780-PF00176:IPR000330-PF06465:IPR009463-PF06461:IPR009462-PF08074:IPR012957	8	G5B5E4	1774	PF08073{CHDNT}:IPR012958{CHD_N}[168-221],PF00628{PHD}:IPR019787{Znf_PHD-finger}[397-438],PF00628{PHD}:IPR019787{Znf_PHD-finger}[474-515],PF00385{Chromo}:IPR023780{Chromo_domain}[647-697],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[754-1049],PF06465{DUF1087}:IPR009463{DUF1087}[1101-1152],PF06461{CHDII_SANT-like}:IPR009462{CHD_II_SANT-like}[1180-1317],PF08074{CHDCT2}:IPR012957{CHD_C2}[1539-1600]
6a6dfaabdc6e5c7180d85c9ee2cb6cd09a82a413	PF00439:IPR001487-PF00176:IPR000330-PF00271:IPR001650	8	Q5CR97	2270	PF00439{Bromodomain}:IPR001487{Bromodomain}[435-506],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1345-1669],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1702-1811]
7132f857e75fdab48c0686971f2f6b2085dd6b80	PF05641:IPR008395-PF00176:IPR000330-PF00271:IPR001650-PF00628:IPR019787	8	A0A250X639	1642	PF05641{Agenet}:IPR008395{Agenet-like_dom}[19-82],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[461-806],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[829-942],PF00628{PHD}:IPR019787{Znf_PHD-finger}[1245-1286]
733a693ded762a1ec3b099ea87f64cf8a60b8630	PF12054:IPR022707-PF00176:IPR000330-PF00271:IPR001650-PF03234:IPR013855-PF08565:IPR013874-PF08564:IPR013873	8	T0LJG7	2564	PF12054{DUF3535}:IPR022707{Mot1_central_dom}[618-1069],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1285-1587],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1648-1749],PF03234{CDC37_N}:IPR013855{Cdc37_N_dom}[2090-2227],PF08565{CDC37_M}:IPR013874{Cdc37_Hsp90-bd}[2334-2443],PF08564{CDC37_C}:IPR013873{Cdc37_C}[2467-2554]
89aa1119fb24c3ceca54e6c80c115db7bd4083a7	PF08880:IPR014978-PF07529:IPR014012-PF00176:IPR000330-PF00271:IPR001650	8	A0A3M7I3F9	1045	PF08880{QLQ}:IPR014978{Gln-Leu-Gln_QLQ}[151-184],PF07529{HSA}:IPR014012{HSA_dom}[376-446],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[544-836],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[861-974]
8d2394cc388c38c21783d851bf9548745783d1c1	PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF18196:IPR041150	8	B6K5R2	1424	PF00385{Chromo}:IPR023780{Chromo_domain}[320-370],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[407-690],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[719-832],PF18196{Cdh1_DBD_1}:IPR041150{Cdh1_DBD}[1016-1074]
a7f9e85f1899d7b4673989b72c6b0c5db3f9a697	PF12222:IPR021102-PF00176:IPR000330-PF13639:IPR001841-PF00271:IPR001650	8	V5FNL4	2190	PF12222{PNGaseA}:IPR021102{PNGase_A}[184-607],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[978-1356],PF13639{zf-RING_2}:IPR001841{Znf_RING}[1846-1884],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1947-2054]
abcf786335f74607fc4616145f1751cd6fd86468	PF10354:IPR019446-PF13892:IPR020838-PF00176:IPR000330-PF00271:IPR001650	8	R9AIJ3	1624	PF10354{BMT5-like}:IPR019446{BMT5-like}[53-265],PF13892{DBINO}:IPR020838{DBINO}[405-536],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[671-969],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1255-1367]
ba8e782fc37dde12d62e819399632b09412ee364	PF00176:IPR000330-PF00271:IPR001650-PF18196:IPR041150-PF13907:IPR025260	8	A0A1M2VS71	983	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[25-208],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[232-345],PF18196{Cdh1_DBD_1}:IPR041150{Cdh1_DBD}[554-635],PF13907{CHD1-like_C}:IPR025260{CHD1-like_C}[837-931]
cde8e21f0d0a80ff3a43f1e0774cb2c5d57b1ff8	PF07967:IPR012935-PF08600:IPR013909-PF00176:IPR000330-PF00271:IPR001650	8	S3CKB6	1604	PF07967{zf-C3HC}:IPR012935{NuBaID_N}[104-242],PF08600{Rsm1}:IPR013909{NuBaID_C}[285-385],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[816-1065],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1375-1485]
dc52ff43b4fb3e151abb8989d2add05d0435ca45	PF02598:IPR003750-PF00176:IPR000330-PF00271:IPR001650-PF14619:IPR029295	8	A0A0L9TZW8	1327	PF02598{Methyltrn_RNA_3}:IPR003750{Put_MeTrfase}[45-271],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[628-916],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[936-1049],PF14619{SnAC}:IPR029295{SnAC}[1142-1202]
e457fa7314d47e9ec7114d10e56d9eade75ffd35	PF00385:IPR023780-PF00385:IPR023780-PF00176:IPR000330-PF07533:IPR006576	8	A0A315VYH8	3357	PF00385{Chromo}:IPR023780{Chromo_domain}[375-435],PF00385{Chromo}:IPR023780{Chromo_domain}[484-526],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[563-878],PF07533{BRK}:IPR006576{BRK_domain}[2972-3015]
e852e96d4ae78d7966284f184ae2bec7e2eaea0a	PF00176:IPR000330-PF21325:IPR048686-PF13639:IPR001841-PF00271:IPR001650	8	A0A1J4MKD9	1877	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[336-866],PF21325{SHPRH_helical-1st}:IPR048686{SHPRH_helical_1st}[907-994],PF13639{zf-RING_2}:IPR001841{Znf_RING}[1549-1596],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1700-1806]
f7d4c0e86bac079aa87e1b11624a6c4beb9f322e	PF08241:IPR013216-PF05050:IPR006342-PF00176:IPR000330-PF00271:IPR001650	8	I1QDH5	1792	PF08241{Methyltransf_11}:IPR013216{Methyltransf_11}[119-181],PF05050{Methyltransf_21}:IPR006342{FkbM_mtfrase}[291-447],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1214-1446],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1598-1717]
fe25c435a35bbcbda56b48cabeba112343e3a152	PF12054:IPR022707-PF00176:IPR000330-PF00176:IPR000330	8	A0A183DS74	1637	PF12054{DUF3535}:IPR022707{Mot1_central_dom}[573-836],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1305-1467],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[1470-1552]
024d6f371be8f2308aea20e7cbd5e13fd6ba9780	PF00176:IPR000330-PF00439:IPR001487-PF00271:IPR001650	7	B8CDY7	1504	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[424-1048],PF00439{Bromodomain}:IPR001487{Bromodomain}[600-681],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1318-1417]
152aa20fd073b1b975283e38ecd6e113115bee60	PF00628:IPR019787-PF00628:IPR019787-PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF06465:IPR009463	7	K7FT80	1112	PF00628{PHD}:IPR019787{Znf_PHD-finger}[113-154],PF00628{PHD}:IPR019787{Znf_PHD-finger}[190-231],PF00385{Chromo}:IPR023780{Chromo_domain}[363-399],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[470-765],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[792-905],PF06465{DUF1087}:IPR009463{DUF1087}[1029-1082]
18cd27d57a6a590fdc9115cb5802afc222cf8b2a	PF18339:IPR040765-PF18337:IPR040766-PF00176:IPR000330-PF12137:IPR022737	7	A0A2D7WNE3	633	PF18339{Tudor_1_RapA}:IPR040765{Tudor_1_RapA}[8-56],PF18337{Tudor_RapA}:IPR040766{Tudor_2_RapA}[58-112],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[168-445],PF12137{RapA_C}:IPR022737{RapA_C}[558-632]
1a24d4ee0ed1e546799754f765c158fbbd92aa74	PF13831:IPR019787-PF13771-PF00176:IPR000330	7	A4RVW4	1197	PF13831{PHD_2}:IPR019787{Znf_PHD-finger}[287-320],PF13771{zf-HC5HC2H}[369-456],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[626-750]
21528b767ff274c94274bcf4d535ec7e5c0dd8df	PF12220:IPR022023-PF00076:IPR000504-PF00176:IPR000330-PF00271:IPR001650	7	A0A3P5XWB5	1199	PF12220{U1snRNP70_N}:IPR022023{U1snRNP70_N}[39-127],PF00076{RRM_1}:IPR000504{RRM_dom}[138-207],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[636-934],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[957-1070]
33f2e699893408eac72650d2fbbe3db1eda89860	PF00176:IPR000330-PF00271:IPR001650-PF05964:IPR003888-PF05965:IPR003889	7	Q01FM8	1390	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[309-597],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[622-735],PF05964{FYRN}:IPR003888{FYrich_N}[1209-1261],PF05965{FYRC}:IPR003889{FYrich_C}[1266-1343]
343f254dbfcd68f25e7666e0d441295482788eee	PF00271:IPR001650-PF00176:IPR000330	7	A0A1I9G5T8	383	PF00271{Helicase_C}:IPR001650{Helicase_C-like}[11-55],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[315-383]
3669ef7e696a160940bfba2e7ca50344e00727a4	PF00176:IPR000330-PF00004:IPR003959-PF00271:IPR001650	7	A0A182FTQ2	2094	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[615-985],PF00004{AAA}:IPR003959{ATPase_AAA_core}[1748-1879],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1991-2038]
38cb9ca9282675170228740ecf2b47b68926c500	PF00176:IPR000330-PF00271:IPR001650-PF01522:IPR002509	7	A0A813VND4	1759	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[217-633],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1330-1421],PF01522{Polysacc_deac_1}:IPR002509{NODB_dom}[1562-1689]
44804c2cb9dc46e6634c74ead9daaafc40341c6b	PF14555-PF08797:IPR014905-PF00176:IPR000330-PF00271:IPR001650	7	I1BME2	959	PF14555{UBA_4}[10-48],PF08797{HIRAN}:IPR014905{HIRAN}[67-153],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[365-609],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[788-902]
540b07e59d1b47cdf26b23526243a1a36ab137bc	PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650-PF00439:IPR001487	7	A8B3K5	2079	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[509-765],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[932-1021],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1096-1209],PF00439{Bromodomain}:IPR001487{Bromodomain}[1885-1952]
5b21365568dd79c597c33720a38f1f3f1eb92483	PF00385:IPR023780-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650-PF07533:IPR006576-PF07533:IPR006576	7	A0A212CE13	1744	PF00385{Chromo}:IPR023780{Chromo_domain}[125-176],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[213-364],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[366-451],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[486-598],PF07533{BRK}:IPR006576{BRK_domain}[1554-1595],PF07533{BRK}:IPR006576{BRK_domain}[1684-1710]
5b328c7c33709e53881354957b1966543afbb8cb	PF00176:IPR000330-PF00271:IPR001650-PF00071:IPR001806	7	A0A1V4KGP9	1276	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[330-626],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[674-789],PF00071{Ras}:IPR001806{Small_GTPase}[1057-1220]
5cfcf026d66ac117a80be8071493e256c3ac0b3c	PF05203:IPR007868-PF00176:IPR000330	7	S4TRC9	824	PF05203{Hom_end_hint}:IPR007868{Hom_end_hint}[34-106],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[400-550]
64035ff3cc45e38fe0ca5a916c91d6144f82876d	PF00439:IPR001487-PF00628:IPR019787-PF00385:IPR023780-PF00176:IPR000330-PF00271:IPR001650-PF23011-PF22908:IPR055198	7	A0A024GDR7	1903	PF00439{Bromodomain}:IPR001487{Bromodomain}[191-276],PF00628{PHD}:IPR019787{Znf_PHD-finger}[331-375],PF00385{Chromo}:IPR023780{Chromo_domain}[437-474],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[915-1207],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1239-1352],PF23011{PHD-1st_NSD}[1623-1668],PF22908{NSD_PHD}:IPR055198{NSD_PHD}[1670-1726]
67c9f9379fe5856ed8539eaa7570df8ca39a665e	PF07443:IPR010003-PF00176:IPR000330-PF00176:IPR000330-PF00271:IPR001650	7	A0A158PHE4	528	PF07443{HARP}:IPR010003{HARP_dom}[4-56],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[130-188],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[190-325],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[382-483]
6bd68926e85c400c189786e8c130d1a67e275110	PF05485:IPR006612-PF00176:IPR000330-PF00105:IPR001628	7	A0A6J8F059	1385	PF05485{THAP}:IPR006612{THAP_Znf}[5-90],PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[668-927],PF00105{zf-C4}:IPR001628{Znf_hrmn_rcpt}[1156-1220]
